Country,Net migration,"Population density (per km2, 2017)","Sex ratio (m per 100 f, 2017)","Population age distribution (0-14   60+ years, %)",Health: Physicians (per 1000 pop.),Mobile-cellular subscriptions (per 100 inhabitants),activeondateimp,Sevendaypred,twelvedaypred,thirtydaypred,Weekend,Weekday,CATEGORY
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,20,176.0,487.0,2792.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,20,176.0,487.0,2792.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,20,176.0,487.0,2792.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,15,113.0,401.0,2663.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,15,113.0,401.0,2663.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,5,132.0,257.0,2544.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,5,132.0,257.0,2544.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,5,132.0,257.0,2544.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,1104,1980.0,2663.0,4451.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,1104,1980.0,2663.0,4451.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,1104,1980.0,2663.0,4451.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,5,132.0,257.0,2544.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,15,113.0,401.0,2663.0,0,1,1
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,1104,1980.0,2663.0,4451.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,103,401.0,1016.0,3483.0,1,0,1
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,118,594.0,1174.0,3626.0,0,1,1
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,118,594.0,1174.0,3626.0,0,1,1
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,392,1174.0,1831.0,4217.0,1,0,1
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,103,487.0,1074.0,3519.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,392,1174.0,1831.0,4217.0,1,0,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,562,1417.0,2098.0,4248.0,0,1,2
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,900,1657.0,2544.0,4451.0,0,1,3
Saudi Arabia,-2.71,15.3,132.9,4.5,2.6,176.6,1012,1831.0,2605.0,4451.0,0,1,2
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,48,225.0,421.0,2974.0,1,0,2
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,48,225.0,421.0,2974.0,1,0,2
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,48,225.0,421.0,2974.0,1,0,2
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,65,295.0,814.0,3210.0,0,1,1
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,48,225.0,421.0,2974.0,1,0,1
Serbia,-1.33,100.5,95.6,0.6734693878,2.5,120.5,48,225.0,421.0,2974.0,1,0,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,7,80.0,277.0,1686.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,116,747.0,1310.0,1978.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,116,747.0,1310.0,1978.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,62,391.0,1234.0,1941.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,202,1198.0,1353.0,2010.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,202,1198.0,1353.0,2010.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,51,277.0,1198.0,1919.0,1,0,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,3
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,1170,1462.0,1686.0,2229.0,0,1,2
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,554,1331.0,1585.0,2097.0,0,1,1
South Africa,-0.29,46.8,96.4,3.452380952,0.8,159.3,150,931.0,1331.0,1978.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,5232,22472.0,50696.0,158908.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,5232,22472.0,50696.0,158908.0,0,1,3
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,9942,36022.0,75590.0,156877.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,9942,36022.0,75590.0,156877.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,1073,10124.0,25822.0,155503.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,9942,36022.0,75590.0,156877.0,0,1,3
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,7798,30814.0,68579.0,156877.0,1,0,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,7798,30814.0,68579.0,156877.0,1,0,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,7798,30814.0,68579.0,156877.0,1,0,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,35136,90411.0,127822.0,171612.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,39885,98987.0,133321.0,171612.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,39885,98987.0,133321.0,171612.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,11748,42477.0,82688.0,157739.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,11748,42477.0,82688.0,157739.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,7798,30814.0,68579.0,156877.0,1,0,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,17963,61754.0,98987.0,160949.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,2277,18636.0,42477.0,154822.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,2277,18636.0,42477.0,154822.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,2277,14572.0,36022.0,149842.0,0,1,2
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,1695,12744.0,30814.0,149842.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,1073,10124.0,25822.0,155503.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,1073,10124.0,25822.0,155503.0,0,1,1
Spain,0.99,92.9,96.2,0.5810276679999999,3.8,107.9,165,1850.0,8073.0,114753.0,0,1,1
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,599,1475.0,2295.0,8528.0,0,1,1
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,1,1.0,1.0,26.5,1,0,2
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,1439,2911.0,4516.0,8886.0,0,1,2
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,1190,2295.0,3826.0,8942.0,0,1,2
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,500,1334.0,2091.0,8568.0,0,1,2
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,500,1334.0,2091.0,8568.0,0,1,2
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,961,1836.0,2911.0,8520.0,1,0,1
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,1639,3167.0,5073.0,8887.0,0,1,1
Sweden,1.67,24.2,100.2,0.6862745098,4.1,130.4,1103,2091.0,3469.0,8697.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,1139,5764.0,11334.0,26067.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,0,0.0,0.5,1611.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,0,0.0,0.5,1611.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,4075,12230.0,16967.0,28632.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,4075,12230.0,16967.0,28632.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,4075,12230.0,16967.0,28632.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,27,360.0,1073.0,16967.0,1,0,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,268,1611.0,4189.0,21596.0,1,0,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,8,223.0,707.0,15275.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,652,3225.0,8937.0,26554.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,1139,5764.0,11334.0,26067.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,5294,13293.0,17830.0,28632.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,8795,16055.0,20479.0,31034.0,0,1,3
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,5294,13293.0,17830.0,28632.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,10897,17830.0,21596.0,30970.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,11811,19136.0,23209.0,32003.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,2200,8937.0,14532.0,26662.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,10897,17830.0,21596.0,30970.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,5294,13293.0,17830.0,28632.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,5294,13293.0,17830.0,28632.0,0,1,1
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,4075,12230.0,16967.0,28632.0,0,1,2
Switzerland,4.05,214.5,98.2,0.6182572614,4.1,142.0,5294,13293.0,17830.0,28632.0,0,1,2
Thailand,0.28,135.1,95.2,1.023668639,0.47,125.8,82,426.0,1090.0,2385.0,1,0,1
Thailand,0.28,135.1,95.2,1.023668639,0.47,125.8,82,426.0,1090.0,2385.0,1,0,1
Thailand,0.28,135.1,95.2,1.023668639,0.47,125.8,82,426.0,1090.0,2385.0,1,0,2
Thailand,0.28,135.1,95.2,1.023668639,0.47,125.8,82,426.0,1090.0,2385.0,1,0,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,18,1890.0,7984.0,43154.0,0,1,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,0.0,0,1,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,0.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,0.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,18,1890.0,7984.0,43154.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,50.0,1,0,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,50.0,1,0,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,0,0.0,0.0,50.0,1,0,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,18,1890.0,7984.0,43154.0,0,1,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,47,1907.0,9296.0,44635.0,0,1,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,47,1907.0,9296.0,44635.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,98,2437.0,10847.0,44635.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,98,2437.0,10847.0,44635.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,98,2437.0,10847.0,44635.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,5,547.0,2437.0,38771.0,0,1,1
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,5698,20812.0,30217.0,58095.0,0,1,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,670,7984.0,18096.0,52530.0,1,0,2
Turkey,-4.5,104.9,97.0,2.083333333,1.7,96.0,1872,13381.0,26833.0,56795.0,0,1,1
Ukraine,-0.39,76.3,86.0,0.6681034483,3.0,144.0,1,8.0,59.0,1625.0,0,1,1
Ukraine,-0.39,76.3,86.0,0.6681034483,3.0,144.0,3,59.0,219.0,2173.0,1,0,2
Ukraine,-0.39,76.3,86.0,0.6681034483,3.0,144.0,1,28.0,101.0,1778.0,0,1,1
Ukraine,-0.39,76.3,86.0,0.6681034483,3.0,144.0,1,28.0,101.0,1778.0,0,1,1
Ukraine,-0.39,76.3,86.0,0.6681034483,3.0,144.0,1,28.0,101.0,1778.0,0,1,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,0,1.0,2.0,4.0,0,1,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,98,266.0,595.0,3389.0,0,1,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,98,266.0,595.0,3389.0,0,1,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,0,4.0,5.0,12.5,0,1,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,45,95.0,150.0,2195.0,1,0,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,45,95.0,150.0,2195.0,1,0,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,45,95.0,150.0,2195.0,1,0,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,98,190.0,495.0,3170.0,0,1,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,140,369.0,670.0,3358.0,0,1,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,153,495.0,1084.0,3395.0,1,0,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,113,348.0,657.0,3388.0,0,1,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,113,348.0,657.0,3388.0,0,1,1
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,113,348.0,657.0,3388.0,0,1,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,153,595.0,1345.0,3421.0,1,0,2
United Arab Emirates,1.03,112.4,262.4,5.791666667,1.6,187.4,198,657.0,1580.0,3421.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,459,2677.0,6398.0,59920.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,1551,6398.0,17389.0,84362.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,1551,6398.0,17389.0,84362.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,4014,14657.0,29106.0,107707.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,2642,9700.0,21740.0,94234.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,5745,19312.0,37721.0,110379.0,1,0,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,1551,6398.0,17389.0,84362.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,1551,6398.0,17389.0,84362.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,1551,6398.0,17389.0,84362.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,802,3670.0,9700.0,72712.0,0,1,2
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,4014,14657.0,29106.0,107707.0,0,1,2
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,3
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,5067,17389.0,33820.0,110379.0,1,0,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,5067,17389.0,33820.0,110379.0,1,0,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,2
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,1
United Kingdom,2.19,273.6,97.4,0.7405857740999999,2.8,125.8,8164,24830.0,46266.0,110579.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,2727,26213.0,84206.0,510319.0,1,0,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,2727,26213.0,84206.0,510319.0,1,0,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,2179,20940.0,66048.0,484892.0,0,1,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,3499,33583.0,104442.0,527945.0,1,0,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,4632,44512.0,122044.0,554596.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,7,12.0,12.0,79.0,0,1,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,98,603.0,2804.0,213404.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,7783,66048.0,160690.0,589886.0,0,1,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,0,5.0,11.0,13.0,0,1,2
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,60,281.0,1410.0,140990.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,6421,55431.0,140990.0,589886.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,518,3524.0,20940.0,390733.0,1,0,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,1,5.0,10.0,14.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,11,11.0,13.0,215.0,0,1,1
United States of America,2.8930000000000002,36.0,98.0,0.28,2.3,124.0,262,2190.0,8170.0,330890.0,0,1,1
